# accuracy, cost, lr
6.600000000000000311e-01, 2.912201832411561053e+00, 5.641025641025640414e-02
6.420000000000000151e-01, 2.913168616314605330e+00, 5.569620253164556806e-02
6.620000000000000329e-01, 2.914213061423014395e+00, 5.500000000000000028e-02
6.450000000000000178e-01, 2.915181712356611499e+00, 5.432098765432098048e-02
6.620000000000000329e-01, 2.916187615438575964e+00, 5.365853658536585968e-02
6.480000000000000204e-01, 2.917152387975402217e+00, 5.301204819277108293e-02
6.620000000000000329e-01, 2.918120769731691766e+00, 5.238095238095238221e-02
6.520000000000000240e-01, 2.919074793934261614e+00, 5.176470588235294185e-02
6.630000000000000338e-01, 2.920005293794340151e+00, 5.116279069767441096e-02
6.570000000000000284e-01, 2.920941358889374229e+00, 5.057471264367816716e-02
6.650000000000000355e-01, 2.921832884481540216e+00, 4.999999999999999584e-02
6.590000000000000302e-01, 2.922744164662176125e+00, 4.943820224719101125e-02
6.660000000000000364e-01, 2.923595478704482886e+00, 4.888888888888889145e-02
6.670000000000000373e-01, 2.924476101661498184e+00, 4.835164835164834640e-02
6.700000000000000400e-01, 2.925286268301177106e+00, 4.782608695652174058e-02
6.680000000000000382e-01, 2.926131665187260644e+00, 4.731182795698924554e-02
6.710000000000000409e-01, 2.926900314674585335e+00, 4.680851063829787051e-02
6.700000000000000400e-01, 2.927707343460354661e+00, 4.631578947368421295e-02
6.760000000000000453e-01, 2.928434760979695461e+00, 4.583333333333333010e-02
6.730000000000000426e-01, 2.929201642208314027e+00, 4.536082474226804662e-02
6.780000000000000471e-01, 2.929888723252758176e+00, 4.489795918367346650e-02
6.760000000000000453e-01, 2.930614853059523295e+00, 4.444444444444444614e-02
6.810000000000000497e-01, 2.931262982425328900e+00, 4.399999999999999745e-02
6.740000000000000435e-01, 2.931948689634054528e+00, 4.356435643564356142e-02
6.840000000000000524e-01, 2.932559595266859276e+00, 4.313725490196079065e-02
6.790000000000000480e-01, 2.933205894764553179e+00, 4.271844660194174664e-02
6.840000000000000524e-01, 2.933781510808231019e+00, 4.230769230769230310e-02
6.830000000000000515e-01, 2.934389884910032720e+00, 4.190476190476190299e-02
6.879999999999999449e-01, 2.934932240453039132e+00, 4.150943396226414867e-02
6.840000000000000524e-01, 2.935504461774608664e+00, 4.112149532710280414e-02
6.870000000000000551e-01, 2.936015598810663541e+00, 4.074074074074073709e-02
6.919999999999999485e-01, 2.936553595861196353e+00, 4.036697247706422242e-02
6.889999999999999458e-01, 2.937035513076036608e+00, 4.000000000000000083e-02
6.939999999999999503e-01, 2.937541273358351912e+00, 3.963963963963963721e-02
6.899999999999999467e-01, 2.937995890037575553e+00, 3.928571428571429186e-02
6.979999999999999538e-01, 2.938471393214757033e+00, 3.893805309734513220e-02
6.879999999999999449e-01, 2.938900527751776792e+00, 3.859649122807017746e-02
6.959999999999999520e-01, 2.939347701562485149e+00, 3.826086956521738969e-02
6.879999999999999449e-01, 2.939753060149496111e+00, 3.793103448275861322e-02
6.929999999999999494e-01, 2.940173752870103296e+00, 3.760683760683761201e-02
6.909999999999999476e-01, 2.940556925129728327e+00, 3.728813559322033400e-02
6.929999999999999494e-01, 2.940952889716404783e+00, 3.697478991596638703e-02
6.939999999999999503e-01, 2.941315348965456433e+00, 3.666666666666666685e-02
6.929999999999999494e-01, 2.941688235214982683e+00, 3.636363636363636187e-02
6.949999999999999512e-01, 2.942031341710450221e+00, 3.606557377049179891e-02
6.929999999999999494e-01, 2.942382693748144984e+00, 3.577235772357723054e-02
6.949999999999999512e-01, 2.942707699712549196e+00, 3.548387096774193589e-02
6.919999999999999485e-01, 2.943038956852943144e+00, 3.520000000000000212e-02
6.949999999999999512e-01, 2.943347012384134764e+00, 3.492063492063492147e-02
6.959999999999999520e-01, 2.943659511954709096e+00, 3.464566929133858220e-02
6.969999999999999529e-01, 2.943951671146818327e+00, 3.437499999999999584e-02
6.969999999999999529e-01, 2.944246652261434338e+00, 3.410852713178294526e-02
6.989999999999999547e-01, 2.944523879030430003e+00, 3.384615384615384526e-02
6.979999999999999538e-01, 2.944802486584668699e+00, 3.358778625954198654e-02
6.979999999999999538e-01, 2.945065659822789339e+00, 3.333333333333333287e-02
6.979999999999999538e-01, 2.945328948189726681e+00, 3.308270676691729001e-02
7.009999999999999565e-01, 2.945578865983031758e+00, 3.283582089552238709e-02
6.989999999999999547e-01, 2.945827802045128507e+00, 3.259259259259258967e-02
7.019999999999999574e-01, 2.946065184798113634e+00, 3.235294117647058432e-02
7.029999999999999583e-01, 2.946300650094569207e+00, 3.211678832116788423e-02
7.019999999999999574e-01, 2.946526142550939920e+00, 3.188405797101449141e-02
7.029999999999999583e-01, 2.946748934502571693e+00, 3.165467625899280601e-02
7.009999999999999565e-01, 2.946963106892678042e+00, 3.142857142857143071e-02
7.039999999999999591e-01, 2.947173939368486373e+00, 3.120567375886524469e-02
6.999999999999999556e-01, 2.947377288347078128e+00, 3.098591549295774336e-02
7.029999999999999583e-01, 2.947576792373091337e+00, 3.076923076923076747e-02
6.989999999999999547e-01, 2.947769743154798228e+00, 3.055555555555555455e-02
7.019999999999999574e-01, 2.947958469457815589e+00, 3.034482758620689682e-02
6.999999999999999556e-01, 2.948141381680015716e+00, 3.013698630136986065e-02
7.019999999999999574e-01, 2.948319808010263277e+00, 2.993197278911564549e-02
6.989999999999999547e-01, 2.948492989150048871e+00, 2.972972972972972791e-02
7.009999999999999565e-01, 2.948661536512461545e+00, 2.953020134228187890e-02
6.999999999999999556e-01, 2.948825267254364668e+00, 2.933333333333333279e-02
7.009999999999999565e-01, 2.948984328967058310e+00, 2.913907284768211745e-02
7.009999999999999565e-01, 2.949138902778665638e+00, 2.894736842105263136e-02
7.009999999999999565e-01, 2.949288886343147009e+00, 2.875816993464052132e-02
6.999999999999999556e-01, 2.949434658323554004e+00, 2.857142857142857054e-02
6.999999999999999556e-01, 2.949576030875618482e+00, 2.838709677419355010e-02
6.999999999999999556e-01, 2.949713459397995674e+00, 2.820512820512820207e-02
6.989999999999999547e-01, 2.949846776713697771e+00, 2.802547770700636667e-02
6.999999999999999556e-01, 2.949976433915113994e+00, 2.784810126582278403e-02
6.989999999999999547e-01, 2.950102332086466106e+00, 2.767295597484276809e-02
6.999999999999999556e-01, 2.950224869032033403e+00, 2.750000000000000014e-02
6.989999999999999547e-01, 2.950344016507337130e+00, 2.732919254658384978e-02
6.999999999999999556e-01, 2.950460096384477371e+00, 2.716049382716049024e-02
6.999999999999999556e-01, 2.950573131172487429e+00, 2.699386503067484691e-02
6.999999999999999556e-01, 2.950683365669903857e+00, 2.682926829268292984e-02
7.009999999999999565e-01, 2.950790851020937744e+00, 2.666666666666666838e-02
6.999999999999999556e-01, 2.950895767977820050e+00, 2.650602409638554147e-02
7.009999999999999565e-01, 2.950998181053592795e+00, 2.634730538922155224e-02
6.999999999999999556e-01, 2.951098224967468653e+00, 2.619047619047619110e-02
6.989999999999999547e-01, 2.951195969125977481e+00, 2.603550295857988417e-02
6.989999999999999547e-01, 2.951291518183926321e+00, 2.588235294117647092e-02
6.999999999999999556e-01, 2.951384941912984949e+00, 2.573099415204678150e-02
6.999999999999999556e-01, 2.951476326061181155e+00, 2.558139534883720548e-02
6.999999999999999556e-01, 2.951565738191199273e+00, 2.543352601156069134e-02
6.999999999999999556e-01, 2.951653251861086069e+00, 2.528735632183908358e-02
7.009999999999999565e-01, 2.951738930975097652e+00, 2.514285714285714388e-02
7.009999999999999565e-01, 2.951822840628427258e+00, 2.499999999999999792e-02
7.009999999999999565e-01, 2.951905040394298574e+00, 2.485875706214689049e-02
7.009999999999999565e-01, 2.951985588939758376e+00, 2.471910112359550563e-02
6.999999999999999556e-01, 2.952064541356215877e+00, 2.458100558659218060e-02
6.999999999999999556e-01, 2.952141951047963175e+00, 2.444444444444444572e-02
6.999999999999999556e-01, 2.952217868773990617e+00, 2.430939226519336985e-02
6.999999999999999556e-01, 2.952292343413039699e+00, 2.417582417582417320e-02
6.999999999999999556e-01, 2.952365421679981061e+00, 2.404371584699453376e-02
6.999999999999999556e-01, 2.952437148452776494e+00, 2.391304347826087029e-02
6.999999999999999556e-01, 2.952507566734029254e+00, 2.378378378378378372e-02
6.999999999999999556e-01, 2.952576717813866214e+00, 2.365591397849462277e-02
6.999999999999999556e-01, 2.952644641311161777e+00, 2.352941176470587856e-02
6.999999999999999556e-01, 2.952711375275216099e+00, 2.340425531914893525e-02
6.999999999999999556e-01, 2.952776956247524787e+00, 2.328042328042328329e-02
6.999999999999999556e-01, 2.952841419338779971e+00, 2.315789473684210648e-02
6.989999999999999547e-01, 2.952904798291863919e+00, 2.303664921465968518e-02
6.979999999999999538e-01, 2.952967125546668292e+00, 2.291666666666666505e-02
6.989999999999999547e-01, 2.953028432298822725e+00, 2.279792746113989618e-02
6.989999999999999547e-01, 2.953088748556674137e+00, 2.268041237113402331e-02
6.989999999999999547e-01, 2.953148103194646268e+00, 2.256410256410256582e-02
6.989999999999999547e-01, 2.953206524004139411e+00, 2.244897959183673325e-02
6.999999999999999556e-01, 2.953264037741677228e+00, 2.233502538071065538e-02
6.999999999999999556e-01, 2.953320670174642171e+00, 2.222222222222222307e-02
6.999999999999999556e-01, 2.953376446124672317e+00, 2.211055276381909684e-02
6.999999999999999556e-01, 2.953431389508885285e+00, 2.199999999999999872e-02
6.999999999999999556e-01, 2.953485523379012712e+00, 2.189054726368159023e-02
6.999999999999999556e-01, 2.953538869958614477e+00, 2.178217821782178418e-02
6.999999999999999556e-01, 2.953591450678431762e+00, 2.167487684729063960e-02
6.999999999999999556e-01, 2.953643286210016150e+00, 2.156862745098038839e-02
6.999999999999999556e-01, 2.953694396497716035e+00, 2.146341463414634318e-02
6.999999999999999556e-01, 2.953744800789105174e+00, 2.135922330097087332e-02
6.999999999999999556e-01, 2.953794517663959951e+00, 2.125603864734299658e-02
6.999999999999999556e-01, 2.953843565061831100e+00, 2.115384615384615155e-02
6.999999999999999556e-01, 2.953891960308331122e+00, 2.105263157894736795e-02
6.999999999999999556e-01, 2.953939720140142722e+00, 2.095238095238095150e-02
6.999999999999999556e-01, 2.953986860728898822e+00, 2.085308056872037935e-02
7.009999999999999565e-01, 2.954033397703910602e+00, 2.075471698113207780e-02
7.009999999999999565e-01, 2.954079346173858589e+00, 2.065727699530516340e-02
7.009999999999999565e-01, 2.954124720747488997e+00, 2.056074766355139860e-02
7.019999999999999574e-01, 2.954169535553352155e+00, 2.046511627906976924e-02
7.019999999999999574e-01, 2.954213804258646547e+00, 2.037037037037036855e-02
7.039999999999999591e-01, 2.954257540087219081e+00, 2.027649769585253628e-02
7.039999999999999591e-01, 2.954300755836741565e+00, 2.018348623853211121e-02
7.039999999999999591e-01, 2.954343463895136246e+00, 2.009132420091324159e-02
7.039999999999999591e-01, 2.954385676256254367e+00, 2.000000000000000042e-02
7.039999999999999591e-01, 2.954427404534885948e+00, 1.990950226244343757e-02
7.039999999999999591e-01, 2.954468659981086986e+00, 1.981981981981982208e-02
7.039999999999999591e-01, 2.954509453493895599e+00, 1.973094170403587311e-02
7.039999999999999591e-01, 2.954549795634457965e+00, 1.964285714285714246e-02
7.039999999999999591e-01, 2.954589696638573404e+00, 1.955555555555555519e-02
7.039999999999999591e-01, 2.954629166428714537e+00, 1.946902654867256610e-02
7.039999999999999591e-01, 2.954668214625531864e+00, 1.938325991189427527e-02
7.039999999999999591e-01, 2.954706850558870723e+00, 1.929824561403508873e-02
7.039999999999999591e-01, 2.954745083278321083e+00, 1.921397379912663517e-02
7.039999999999999591e-01, 2.954782921563336551e+00, 1.913043478260869484e-02
7.039999999999999591e-01, 2.954820373932915523e+00, 1.904761904761904587e-02
7.039999999999999591e-01, 2.954857448654896857e+00, 1.896551724137930661e-02
7.039999999999999591e-01, 2.954894153754869635e+00, 1.888412017167381829e-02
7.039999999999999591e-01, 2.954930497024704117e+00, 1.880341880341880254e-02
7.039999999999999591e-01, 2.954966486030759398e+00, 1.872340425531915029e-02
7.039999999999999591e-01, 2.955002128121738014e+00, 1.864406779661016700e-02
7.039999999999999591e-01, 2.955037430436233237e+00, 1.856540084388185602e-02
7.039999999999999591e-01, 2.955072399909982828e+00, 1.848739495798319352e-02
7.039999999999999591e-01, 2.955107043282804380e+00, 1.841004184100418148e-02
7.039999999999999591e-01, 2.955141367105300176e+00, 1.833333333333333343e-02
6.939999999999999503e-01, 3.124034068038371359e+00, 8.585365853658538660e-02
7.059999999999999609e-01, 3.117763743361191775e+00, 8.380952380952381986e-02
6.850000000000000533e-01, 3.106846386683863592e+00, 8.186046511627907696e-02
6.989999999999999547e-01, 3.128618067352454624e+00, 8.000000000000000167e-02
6.760000000000000453e-01, 3.109547438213232873e+00, 7.822222222222223464e-02
6.979999999999999538e-01, 3.125962555746069071e+00, 7.652173913043479325e-02
6.909999999999999476e-01, 3.140701378158552437e+00, 7.489361702127660114e-02
7.059999999999999609e-01, 3.123730286449865723e+00, 7.333333333333334758e-02
6.860000000000000542e-01, 3.117503426538102751e+00, 7.183673469387755195e-02
7.049999999999999600e-01, 3.139375255933487541e+00, 7.040000000000000424e-02
7.009999999999999565e-01, 3.136564083459675523e+00, 6.901960784313726505e-02
6.850000000000000533e-01, 3.123934433697740598e+00, 6.769230769230769051e-02
7.029999999999999583e-01, 3.140372990906457495e+00, 6.641509433962265729e-02
6.899999999999999467e-01, 3.125855357340185492e+00, 6.518518518518519322e-02
7.059999999999999609e-01, 3.142442727461485230e+00, 6.400000000000000133e-02
6.989999999999999547e-01, 3.136742020548993981e+00, 6.285714285714286143e-02
7.039999999999999591e-01, 3.136189871898542147e+00, 6.175438596491228394e-02
6.979999999999999538e-01, 3.140778546751783473e+00, 6.068965517241380059e-02
7.079999999999999627e-01, 3.138277900515274776e+00, 5.966101694915254550e-02
6.999999999999999556e-01, 3.144835974507200760e+00, 5.866666666666667251e-02
7.059999999999999609e-01, 3.140238786825030992e+00, 5.770491803278689213e-02
7.029999999999999583e-01, 3.148190218880873026e+00, 5.677419354838710019e-02
7.089999999999999636e-01, 3.141973702270132840e+00, 5.587301587301587297e-02
7.029999999999999583e-01, 3.151601242929466640e+00, 5.500000000000000028e-02
7.069999999999999618e-01, 3.143914728402716463e+00, 5.415384615384615657e-02
7.039999999999999591e-01, 3.154589986909136279e+00, 5.333333333333334370e-02
7.049999999999999600e-01, 3.145534728997260387e+00, 5.253731343283582489e-02
7.019999999999999574e-01, 3.156831135422716539e+00, 5.176470588235294185e-02
7.039999999999999591e-01, 3.147761668575009608e+00, 5.101449275362319319e-02
7.019999999999999574e-01, 3.159216682111115393e+00, 5.028571428571428775e-02
7.059999999999999609e-01, 3.149244263238372810e+00, 4.957746478873240048e-02
7.059999999999999609e-01, 3.161120257483807983e+00, 4.888888888888889145e-02
7.079999999999999627e-01, 3.150865458707044375e+00, 4.821917808219178259e-02
7.039999999999999591e-01, 3.162902887378711725e+00, 4.756756756756756743e-02
7.099999999999999645e-01, 3.152665903694365390e+00, 4.693333333333334079e-02
7.059999999999999609e-01, 3.163226205773129962e+00, 4.631578947368421989e-02
7.139999999999999680e-01, 3.156821741690835292e+00, 4.571428571428572118e-02
7.099999999999999645e-01, 3.165113538556611594e+00, 4.512820512820513164e-02
7.069999999999999618e-01, 3.155850775935371555e+00, 4.455696202531645583e-02
7.069999999999999618e-01, 3.164718651576694963e+00, 4.400000000000000439e-02
7.179999999999999716e-01, 3.160134920464523489e+00, 4.345679012345678854e-02
7.139999999999999680e-01, 3.160936791569645798e+00, 4.292682926829269330e-02
7.069999999999999618e-01, 3.161074189563416681e+00, 4.240963855421686635e-02
7.089999999999999636e-01, 3.161715380633292938e+00, 4.190476190476190993e-02
7.179999999999999716e-01, 3.162994600390060196e+00, 4.141176470588235625e-02
7.079999999999999627e-01, 3.162490168888363318e+00, 4.093023255813953154e-02
7.099999999999999645e-01, 3.162755575774317318e+00, 4.045977011494253373e-02
7.079999999999999627e-01, 3.165278860089297375e+00, 4.000000000000000083e-02
7.159999999999999698e-01, 3.162947438664078348e+00, 3.955056179775281316e-02
7.079999999999999627e-01, 3.166907204817615895e+00, 3.911111111111111732e-02
7.119999999999999662e-01, 3.163265640735804851e+00, 3.868131868131868129e-02
7.079999999999999627e-01, 3.168094166219818320e+00, 3.826086956521739663e-02
7.169999999999999707e-01, 3.163868785332247135e+00, 3.784946236559139782e-02
7.099999999999999645e-01, 3.168982771821467814e+00, 3.744680851063830057e-02
7.129999999999999671e-01, 3.164746983673189629e+00, 3.705263157894737175e-02
7.119999999999999662e-01, 3.169116390915108994e+00, 3.666666666666666685e-02
7.179999999999999716e-01, 3.166139004117203726e+00, 3.628865979381443868e-02
7.099999999999999645e-01, 3.169084227027316736e+00, 3.591836734693877597e-02
7.169999999999999707e-01, 3.167263792480359719e+00, 3.555555555555555552e-02
7.109999999999999654e-01, 3.169109977183858895e+00, 3.520000000000000212e-02
7.179999999999999716e-01, 3.168238738246245134e+00, 3.485148514851484775e-02
7.089999999999999636e-01, 3.169754387841864585e+00, 3.450980392156863252e-02
7.169999999999999707e-01, 3.168682497563991785e+00, 3.417475728155339870e-02
7.129999999999999671e-01, 3.170514143859397560e+00, 3.384615384615384526e-02
7.159999999999999698e-01, 3.169112834963347947e+00, 3.352380952380952517e-02
7.109999999999999654e-01, 3.171434685246720786e+00, 3.320754716981132171e-02
7.159999999999999698e-01, 3.169369536106304341e+00, 3.289719626168224886e-02
7.129999999999999671e-01, 3.172280114753192048e+00, 3.259259259259259661e-02
7.159999999999999698e-01, 3.169646559929840457e+00, 3.229357798165137516e-02
7.119999999999999662e-01, 3.173181720923726967e+00, 3.200000000000000067e-02
7.159999999999999698e-01, 3.169834940758737396e+00, 3.171171171171171393e-02
7.139999999999999680e-01, 3.173986209464620512e+00, 3.142857142857143071e-02
7.169999999999999707e-01, 3.170044750347743800e+00, 3.115044247787610715e-02
7.119999999999999662e-01, 3.174812437027660028e+00, 3.087719298245614197e-02
7.159999999999999698e-01, 3.170216897195153649e+00, 3.060869565217391730e-02
7.139999999999999680e-01, 3.175526126017372608e+00, 3.034482758620689682e-02
7.169999999999999707e-01, 3.170412105710523676e+00, 3.008547008547008891e-02
7.129999999999999671e-01, 3.176243657861653080e+00, 2.983050847457627275e-02
7.159999999999999698e-01, 3.170621077471628801e+00, 2.957983193277310963e-02
7.139999999999999680e-01, 3.176822987191545877e+00, 2.933333333333333626e-02
7.169999999999999707e-01, 3.170864665672529892e+00, 2.909090909090909435e-02
7.149999999999999689e-01, 3.177403550050176939e+00, 2.885245901639344260e-02
7.159999999999999698e-01, 3.171189544239934488e+00, 2.861788617886178859e-02
7.139999999999999680e-01, 3.177792264130854250e+00, 2.838709677419355010e-02
7.169999999999999707e-01, 3.171565824626741303e+00, 2.816000000000000447e-02
7.159999999999999698e-01, 3.178221089957011358e+00, 2.793650793650793995e-02
7.159999999999999698e-01, 3.172053476349917300e+00, 2.771653543307086784e-02
7.139999999999999680e-01, 3.178420479408119004e+00, 2.750000000000000014e-02
7.159999999999999698e-01, 3.172532473789094531e+00, 2.728682170542635899e-02
7.169999999999999707e-01, 3.178792732883390926e+00, 2.707692307692307829e-02
7.179999999999999716e-01, 3.172967326564350099e+00, 2.687022900763359062e-02
7.169999999999999707e-01, 3.179034158856259396e+00, 2.666666666666666838e-02
7.179999999999999716e-01, 3.173308435504688774e+00, 2.646616541353383548e-02
7.199999999999999734e-01, 3.179463078018764932e+00, 2.626865671641791244e-02
7.189999999999999725e-01, 3.173565325378151503e+00, 2.607407407407407590e-02
7.179999999999999716e-01, 3.179818142743394915e+00, 2.588235294117647092e-02
7.189999999999999725e-01, 3.173755919377700518e+00, 2.569343065693430878e-02
7.199999999999999734e-01, 3.180262598558140752e+00, 2.550724637681159659e-02
7.189999999999999725e-01, 3.173932808503574510e+00, 2.532374100719424551e-02
7.199999999999999734e-01, 3.180635292011349868e+00, 2.514285714285714388e-02
7.179999999999999716e-01, 3.174076012713294759e+00, 2.496453900709219922e-02
7.199999999999999734e-01, 3.181047810655966313e+00, 2.478873239436619677e-02
7.179999999999999716e-01, 3.174251809415074455e+00, 2.461538461538461536e-02
7.199999999999999734e-01, 3.181383425527733344e+00, 2.444444444444444572e-02
7.179999999999999716e-01, 3.174411779807715828e+00, 2.427586206896551954e-02
7.209999999999999742e-01, 3.181744388411314350e+00, 2.410958904109589129e-02
7.179999999999999716e-01, 3.174646844227902776e+00, 2.394557823129251847e-02
7.189999999999999725e-01, 3.182008301103795400e+00, 2.378378378378378372e-02
7.179999999999999716e-01, 3.174882743642741811e+00, 2.362416107382550590e-02
7.209999999999999742e-01, 3.182302722950466567e+00, 2.346666666666667039e-02
7.179999999999999716e-01, 3.175237413395237684e+00, 2.331125827814569534e-02
7.209999999999999742e-01, 3.182463575451754512e+00, 2.315789473684210648e-02
7.179999999999999716e-01, 3.175590426074387906e+00, 2.300653594771242053e-02
7.209999999999999742e-01, 3.182699145548238295e+00, 2.285714285714286059e-02
7.179999999999999716e-01, 3.176012226082826295e+00, 2.270967741935484008e-02
7.219999999999999751e-01, 3.182809279257190038e+00, 2.256410256410256582e-02
7.179999999999999716e-01, 3.176371101076358894e+00, 2.242038216560509473e-02
7.209999999999999742e-01, 3.183050630354768984e+00, 2.227848101265822792e-02
7.189999999999999725e-01, 3.176685011875900688e+00, 2.213836477987421447e-02
7.219999999999999751e-01, 3.183226749341161899e+00, 2.200000000000000219e-02
7.189999999999999725e-01, 3.176919922485909265e+00, 2.186335403726707982e-02
7.209999999999999742e-01, 3.183499882886471788e+00, 2.172839506172839427e-02
7.189999999999999725e-01, 3.177129475833263328e+00, 2.159509202453987683e-02
7.219999999999999751e-01, 3.183726481483642345e+00, 2.146341463414634665e-02
7.189999999999999725e-01, 3.177291315486180601e+00, 2.133333333333333609e-02
7.229999999999999760e-01, 3.184003957636423632e+00, 2.120481927710843317e-02
7.189999999999999725e-01, 3.177469799355869817e+00, 2.107784431137724526e-02
7.229999999999999760e-01, 3.184235281094596637e+00, 2.095238095238095496e-02
7.189999999999999725e-01, 3.177623077633390913e+00, 2.082840236686391011e-02
7.229999999999999760e-01, 3.184497265926477194e+00, 2.070588235294117813e-02
7.189999999999999725e-01, 3.177820656023382817e+00, 2.058479532163742798e-02
7.229999999999999760e-01, 3.184707342445460831e+00, 2.046511627906976577e-02
7.189999999999999725e-01, 3.178005732328412325e+00, 2.034682080924855516e-02
7.229999999999999760e-01, 3.184943697495599579e+00, 2.022988505747126686e-02
7.189999999999999725e-01, 3.178257175760823561e+00, 2.011428571428571649e-02
7.219999999999999751e-01, 3.185115463259634350e+00, 2.000000000000000042e-02
7.189999999999999725e-01, 3.178501135595855676e+00, 1.988700564971751170e-02
7.239999999999999769e-01, 3.185322627114593352e+00, 1.977528089887640658e-02
7.189999999999999725e-01, 3.178809420694783228e+00, 1.966480446927374587e-02
7.219999999999999751e-01, 3.185456992705664625e+00, 1.955555555555555866e-02
7.189999999999999725e-01, 3.179094607860355914e+00, 1.944751381215469727e-02
7.249999999999999778e-01, 3.185650091481935675e+00, 1.934065934065934064e-02
7.189999999999999725e-01, 3.179393071323795006e+00, 1.923497267759562840e-02
7.219999999999999751e-01, 3.185787512741141025e+00, 1.913043478260869831e-02
7.189999999999999725e-01, 3.179644656765995947e+00, 1.902702702702702836e-02
7.249999999999999778e-01, 3.185991272066516888e+00, 1.892473118279569891e-02
7.189999999999999725e-01, 3.179880775651600544e+00, 1.882352941176470423e-02
7.219999999999999751e-01, 3.186159609981077168e+00, 1.872340425531915029e-02
7.179999999999999716e-01, 3.180073433817229400e+00, 1.862433862433862664e-02
7.239999999999999769e-01, 3.186375751692024583e+00, 1.852631578947368587e-02
7.179999999999999716e-01, 3.180267034707076945e+00, 1.842931937172774884e-02
7.219999999999999751e-01, 3.186563157499653798e+00, 1.833333333333333343e-02
7.179999999999999716e-01, 3.180431546649162833e+00, 1.823834196891191764e-02
7.239999999999999769e-01, 3.186781113787541031e+00, 1.814432989690721934e-02
7.179999999999999716e-01, 3.180614540334355311e+00, 1.805128205128205335e-02
7.219999999999999751e-01, 3.186972244509217234e+00, 1.795918367346938799e-02
7.179999999999999716e-01, 3.180777347135999911e+00, 1.786802030456852847e-02
7.239999999999999769e-01, 3.187185352797921034e+00, 1.777777777777777776e-02
7.179999999999999716e-01, 3.180968239922810969e+00, 1.768844221105527956e-02
7.219999999999999751e-01, 3.187372258494582944e+00, 1.760000000000000106e-02
7.199999999999999734e-01, 3.181141565844471497e+00, 1.751243781094527496e-02
7.229999999999999760e-01, 3.187578223132463417e+00, 1.742574257425742734e-02
7.199999999999999734e-01, 3.181347020837199224e+00, 1.733990147783251445e-02
7.219999999999999751e-01, 3.187758206496750901e+00, 1.725490196078431279e-02
7.209999999999999742e-01, 3.181533183606017445e+00, 1.717073170731707454e-02
