# accuracy, cost, lr
7.620000000000000107e-01, 3.334667847299610521e+00, 1.880141010575793123e-02
7.810000000000000275e-01, 3.292398042675941383e+00, 1.864801864801864800e-02
7.700000000000000178e-01, 3.331012811966542309e+00, 1.849710982658959654e-02
7.760000000000000231e-01, 3.299097808495840667e+00, 1.834862385321101019e-02
7.810000000000000275e-01, 3.343382023842540907e+00, 1.820250284414107189e-02
7.840000000000000302e-01, 3.305384037817723275e+00, 1.805869074492099866e-02
7.670000000000000151e-01, 3.335233959488733468e+00, 1.791713325867861500e-02
7.840000000000000302e-01, 3.311373095631486407e+00, 1.777777777777778123e-02
7.720000000000000195e-01, 3.336108287512817849e+00, 1.764057331863285935e-02
7.820000000000000284e-01, 3.316090251047058235e+00, 1.750547045951860239e-02
7.650000000000000133e-01, 3.338132679810999370e+00, 1.737242128121607027e-02
7.790000000000000258e-01, 3.308303837199145114e+00, 1.724137931034482735e-02
7.640000000000000124e-01, 3.346857703993324051e+00, 1.711229946524064210e-02
7.810000000000000275e-01, 3.313888198542988661e+00, 1.698513800424628420e-02
7.750000000000000222e-01, 3.352417300351575147e+00, 1.685985247629083125e-02
7.810000000000000275e-01, 3.308261280113192537e+00, 1.673640167364016940e-02
7.630000000000000115e-01, 3.358763917168286817e+00, 1.661474558670820653e-02
7.730000000000000204e-01, 3.316826502966160550e+00, 1.649484536082474265e-02
7.810000000000000275e-01, 3.324234867163649909e+00, 1.637666325486182572e-02
7.740000000000000213e-01, 3.344506591313543442e+00, 1.626016260162601798e-02
7.800000000000000266e-01, 3.336247794032872083e+00, 1.614530776992936789e-02
7.720000000000000195e-01, 3.350151792868309109e+00, 1.603206412825651517e-02
7.810000000000000275e-01, 3.335506761650433916e+00, 1.592039800995025123e-02
7.740000000000000213e-01, 3.336514520968846931e+00, 1.581027667984189963e-02
7.860000000000000320e-01, 3.352069187276230711e+00, 1.570166830225711713e-02
7.760000000000000231e-01, 3.327123747273148524e+00, 1.559454191033138488e-02
7.860000000000000320e-01, 3.358019950535659603e+00, 1.548886737657309033e-02
7.750000000000000222e-01, 3.334542910950109018e+00, 1.538461538461538720e-02
7.790000000000000258e-01, 3.350903327107795704e+00, 1.528175740210124291e-02
7.820000000000000284e-01, 3.339302410276206778e+00, 1.518026565464895838e-02
7.770000000000000240e-01, 3.353659727498439658e+00, 1.508011310084825772e-02
7.810000000000000275e-01, 3.354152143479308901e+00, 1.498127340823970054e-02
7.770000000000000240e-01, 3.342986039930029740e+00, 1.488372093023256071e-02
7.810000000000000275e-01, 3.353852437921726715e+00, 1.478743068391867241e-02
7.780000000000000249e-01, 3.359454903443055862e+00, 1.469237832874196667e-02
7.770000000000000240e-01, 3.356192363070071849e+00, 1.459854014598540271e-02
7.750000000000000222e-01, 3.349528840976265798e+00, 1.450589301903898627e-02
7.830000000000000293e-01, 3.339808271081030622e+00, 1.441441441441441464e-02
7.830000000000000293e-01, 3.344415478430372790e+00, 1.432408236347358990e-02
7.770000000000000240e-01, 3.359374568758024981e+00, 1.423487544483986039e-02
7.790000000000000258e-01, 3.366945430534146855e+00, 1.414677276746242537e-02
7.850000000000000311e-01, 3.329494017432477637e+00, 1.405975395430580227e-02
7.800000000000000266e-01, 3.356871378367398240e+00, 1.397379912663755663e-02
7.850000000000000311e-01, 3.348887395135087708e+00, 1.388888888888888985e-02
7.850000000000000311e-01, 3.337768577035722384e+00, 1.380500431406384877e-02
7.930000000000000382e-01, 3.358762226419438335e+00, 1.372212692967410275e-02
7.830000000000000293e-01, 3.309638813123792378e+00, 1.364023870417732480e-02
7.750000000000000222e-01, 3.380139454032938584e+00, 1.355932203389830643e-02
7.780000000000000249e-01, 3.338500378660722578e+00, 1.347935973041280641e-02
7.800000000000000266e-01, 3.357916401855496780e+00, 1.340033500837521131e-02
7.870000000000000329e-01, 3.361917489096638789e+00, 1.332223147377185717e-02
7.810000000000000275e-01, 3.348677870480610608e+00, 1.324503311258278145e-02
7.810000000000000275e-01, 3.361432624499576249e+00, 1.316872427983539241e-02
7.860000000000000320e-01, 3.354817735413595514e+00, 1.309328968903437224e-02
7.830000000000000293e-01, 3.355879188951451653e+00, 1.301871440195280852e-02
7.820000000000000284e-01, 3.346770887938725014e+00, 1.294498381877022715e-02
7.800000000000000266e-01, 3.349526725433364049e+00, 1.287208366854384646e-02
7.900000000000000355e-01, 3.358396999520492088e+00, 1.280000000000000061e-02
7.850000000000000311e-01, 3.364858543130030188e+00, 1.272871917263325610e-02
7.810000000000000275e-01, 3.354565763720829707e+00, 1.265822784810126736e-02
7.810000000000000275e-01, 3.373502492271309716e+00, 1.258851298190401431e-02
7.810000000000000275e-01, 3.362985388898279915e+00, 1.251956181533646524e-02
7.810000000000000275e-01, 3.363625133564963843e+00, 1.245136186770428102e-02
7.870000000000000329e-01, 3.356529489055879001e+00, 1.238390092879257040e-02
7.800000000000000266e-01, 3.357651044040180555e+00, 1.231716705157813972e-02
7.900000000000000355e-01, 3.362349252775174602e+00, 1.225114854517611249e-02
7.800000000000000266e-01, 3.360957729052399312e+00, 1.218583396801218785e-02
7.840000000000000302e-01, 3.368187377987971853e+00, 1.212121212121212294e-02
7.800000000000000266e-01, 3.358041348997755193e+00, 1.205727204220045402e-02
7.890000000000000346e-01, 3.372647763529776022e+00, 1.199400299850075097e-02
7.810000000000000275e-01, 3.357417702621201538e+00, 1.193139448173005310e-02
7.820000000000000284e-01, 3.376657486055040902e+00, 1.186943620178041760e-02
7.770000000000000240e-01, 3.372309605694030488e+00, 1.180811808118081320e-02
7.880000000000000338e-01, 3.363835612457497515e+00, 1.174743024963289389e-02
7.790000000000000258e-01, 3.371232992918198335e+00, 1.168736303871439203e-02
7.830000000000000293e-01, 3.372603523725398844e+00, 1.162790697674418762e-02
7.790000000000000258e-01, 3.376061662540583264e+00, 1.156905278380332761e-02
7.810000000000000275e-01, 3.369323206560174366e+00, 1.151079136690647681e-02
7.850000000000000311e-01, 3.384579614434959360e+00, 1.145311381531854099e-02
7.840000000000000302e-01, 3.377362059190912813e+00, 1.139601139601139831e-02
7.930000000000000382e-01, 3.386842313409400340e+00, 1.133947554925584730e-02
7.780000000000000249e-01, 3.363254094262478677e+00, 1.128349788434414823e-02
7.880000000000000338e-01, 3.356928295773896842e+00, 1.122807017543859739e-02
7.790000000000000258e-01, 3.371831908057806970e+00, 1.117318435754190153e-02
7.900000000000000355e-01, 3.358617446039174670e+00, 1.111883252258513005e-02
7.810000000000000275e-01, 3.379897883769177991e+00, 1.106500691562932459e-02
7.880000000000000338e-01, 3.364694144930715947e+00, 1.101169993117687672e-02
7.810000000000000275e-01, 3.379636318971892983e+00, 1.095890410958904292e-02
7.860000000000000320e-01, 3.363383498623587986e+00, 1.090661213360599908e-02
7.780000000000000249e-01, 3.381371456368399642e+00, 1.085481682496607959e-02
7.900000000000000355e-01, 3.368973554841682816e+00, 1.080351114112086675e-02
7.780000000000000249e-01, 3.377734419023811441e+00, 1.075268817204301161e-02
7.870000000000000329e-01, 3.372222371392870510e+00, 1.070234113712374702e-02
7.790000000000000258e-01, 3.384848758294195292e+00, 1.065246338215712456e-02
7.880000000000000338e-01, 3.367200930701284456e+00, 1.060304837640821743e-02
7.780000000000000249e-01, 3.383956107750560882e+00, 1.055408970976253434e-02
7.840000000000000302e-01, 3.373604103517858555e+00, 1.050558108995404069e-02
7.780000000000000249e-01, 3.381373542739920524e+00, 1.045751633986928206e-02
7.910000000000000364e-01, 3.382229233037078675e+00, 1.040988939492517966e-02
7.820000000000000284e-01, 3.374056576378686056e+00, 1.036269430051813510e-02
7.850000000000000311e-01, 3.370310616729214281e+00, 1.031592520954223262e-02
7.790000000000000258e-01, 3.385120774356711770e+00, 1.026957637997432705e-02
7.840000000000000302e-01, 3.369984042141726199e+00, 1.022364217252396193e-02
7.840000000000000302e-01, 3.384680590366921482e+00, 1.017811704834605674e-02
7.900000000000000355e-01, 3.370159884942012241e+00, 1.013299556681444141e-02
7.820000000000000284e-01, 3.387355914109499100e+00, 1.008827238335435229e-02
7.860000000000000320e-01, 3.368165541038716349e+00, 1.004394224733207858e-02
7.840000000000000302e-01, 3.393280906461465296e+00, 1.000000000000000194e-02
7.830000000000000293e-01, 3.371377633822221664e+00, 9.956440572495334554e-03
7.830000000000000293e-01, 3.397488869514067478e+00, 9.913258983890956000e-03
7.880000000000000338e-01, 3.366125211318695687e+00, 9.870450339296732434e-03
7.790000000000000258e-01, 3.396196028387918453e+00, 9.828009828009829502e-03
7.860000000000000320e-01, 3.365302050705619052e+00, 9.785932721712539348e-03
7.790000000000000258e-01, 3.393996327491782594e+00, 9.744214372716200959e-03
7.860000000000000320e-01, 3.370959731329478792e+00, 9.702850212249848616e-03
7.820000000000000284e-01, 3.392934895968720443e+00, 9.661835748792271805e-03
7.810000000000000275e-01, 3.381159123345972795e+00, 9.621166566446182067e-03
7.790000000000000258e-01, 3.397944408488190682e+00, 9.580838323353293301e-03
7.870000000000000329e-01, 3.372532226157110902e+00, 9.540846750149075198e-03
7.770000000000000240e-01, 3.396035970343324273e+00, 9.501187648456057427e-03
7.890000000000000346e-01, 3.376097449412882590e+00, 9.461856889414546612e-03
7.800000000000000266e-01, 3.395265414822151939e+00, 9.422850412249704835e-03
7.860000000000000320e-01, 3.370698228402423613e+00, 9.384164222873902020e-03
7.830000000000000293e-01, 3.395556376295544521e+00, 9.345794392523365524e-03
7.890000000000000346e-01, 3.382765825277700422e+00, 9.307737056428157241e-03
7.820000000000000284e-01, 3.386236595127680715e+00, 9.269988412514485951e-03
7.880000000000000338e-01, 3.384026628613610921e+00, 9.232544720138489286e-03
7.820000000000000284e-01, 3.386115282657720549e+00, 9.195402298850574585e-03
7.870000000000000329e-01, 3.387755307046791842e+00, 9.158557527189470360e-03
7.800000000000000266e-01, 3.388392015749669195e+00, 9.122006841505133148e-03
7.860000000000000320e-01, 3.389139874288417786e+00, 9.085746734809769035e-03
7.800000000000000266e-01, 3.389814398010889906e+00, 9.049773755656111140e-03
7.870000000000000329e-01, 3.390018641937031063e+00, 9.014084507042255737e-03
7.820000000000000284e-01, 3.389751283662441494e+00, 8.978675645342312772e-03
7.860000000000000320e-01, 3.390266278811979284e+00, 8.943543879262159588e-03
7.830000000000000293e-01, 3.390666804808592616e+00, 8.908685968819600454e-03
7.860000000000000320e-01, 3.391368233410848365e+00, 8.874098724348309167e-03
7.820000000000000284e-01, 3.388918547863367436e+00, 8.839779005524862551e-03
7.870000000000000329e-01, 3.392542755996623693e+00, 8.805723720418273323e-03
7.840000000000000302e-01, 3.393160084470599358e+00, 8.771929824561404757e-03
7.850000000000000311e-01, 3.390030293166407027e+00, 8.738394320043692959e-03
7.820000000000000284e-01, 3.399017327319373116e+00, 8.705114254624592152e-03
7.870000000000000329e-01, 3.382733816546534378e+00, 8.672086720867208665e-03
7.850000000000000311e-01, 3.402842254028962010e+00, 8.639308855291577202e-03
7.810000000000000275e-01, 3.381026216230267334e+00, 8.606777837547069376e-03
7.840000000000000302e-01, 3.403379655205633902e+00, 8.574490889603431434e-03
7.820000000000000284e-01, 3.384924170385949616e+00, 8.542445274959958521e-03
7.850000000000000311e-01, 3.405177830042275033e+00, 8.510638297872342301e-03
7.800000000000000266e-01, 3.386540849606852532e+00, 8.479067302596714900e-03
7.860000000000000320e-01, 3.405803506233065381e+00, 8.447729672650476293e-03
7.810000000000000275e-01, 3.387642750844935602e+00, 8.416622830089428089e-03
7.840000000000000302e-01, 3.406197870653619120e+00, 8.385744234800839025e-03
7.840000000000000302e-01, 3.388382075438827634e+00, 8.355091383812011940e-03
7.810000000000000275e-01, 3.405256926686828223e+00, 8.324661810613944585e-03
7.890000000000000346e-01, 3.379283447038183841e+00, 8.294453084499740780e-03
7.800000000000000266e-01, 3.401142015913244609e+00, 8.264462809917355601e-03
7.870000000000000329e-01, 3.382001509340313739e+00, 8.234688625836336304e-03
7.820000000000000284e-01, 3.400691250687121414e+00, 8.205128205128206856e-03
7.850000000000000311e-01, 3.385738999303974595e+00, 8.175779253960143919e-03
7.800000000000000266e-01, 3.401910557718377248e+00, 8.146639511201630296e-03
7.870000000000000329e-01, 3.388385523320202708e+00, 8.117706747843735429e-03
7.830000000000000293e-01, 3.402341095831332485e+00, 8.088978766430738460e-03
7.870000000000000329e-01, 3.390315022677801604e+00, 8.060453400503779856e-03
7.820000000000000284e-01, 3.401880044080390242e+00, 8.032128514056225896e-03
7.890000000000000346e-01, 3.390062257743967855e+00, 8.004002001000501410e-03
7.830000000000000293e-01, 3.404445490297942190e+00, 7.976071784646062909e-03
7.880000000000000338e-01, 3.389575155265873718e+00, 7.948335817188276198e-03
7.810000000000000275e-01, 3.403167597937201805e+00, 7.920792079207920888e-03
7.860000000000000320e-01, 3.393815962771993711e+00, 7.893438579181056430e-03
7.800000000000000266e-01, 3.402269525334635780e+00, 7.866273352999017185e-03
7.880000000000000338e-01, 3.398472167652417220e+00, 7.839294463498286750e-03
7.830000000000000293e-01, 3.402518525509804714e+00, 7.812500000000001735e-03
7.880000000000000338e-01, 3.397892117135376200e+00, 7.785888077858882025e-03
7.830000000000000293e-01, 3.402226152296022654e+00, 7.759456838021339467e-03
7.880000000000000338e-01, 3.394436366208058331e+00, 7.733204446592557672e-03
7.830000000000000293e-01, 3.403459342249784747e+00, 7.707129094412332182e-03
7.850000000000000311e-01, 3.395227421115764255e+00, 7.681228996639462812e-03
7.840000000000000302e-01, 3.402905548828128346e+00, 7.655502392344498697e-03
7.870000000000000329e-01, 3.398578953676187009e+00, 7.629947544110634791e-03
7.840000000000000302e-01, 3.402275972715967267e+00, 7.604562737642586376e-03
7.840000000000000302e-01, 3.398186461983597972e+00, 7.579346281383230778e-03
7.850000000000000311e-01, 3.401260920055671821e+00, 7.554296506137866268e-03
7.810000000000000275e-01, 3.401484650177322600e+00, 7.529411764705882561e-03
7.840000000000000302e-01, 3.401992823558271262e+00, 7.504690431519701541e-03
7.830000000000000293e-01, 3.402702562687510923e+00, 7.480130902290791327e-03
7.840000000000000302e-01, 3.403318759568113805e+00, 7.455731593662629636e-03
7.820000000000000284e-01, 3.403526595264882104e+00, 7.431490942870414354e-03
7.840000000000000302e-01, 3.403373344087158081e+00, 7.407407407407408557e-03
7.890000000000000346e-01, 3.402901144441076831e+00, 7.383479464697739574e-03
7.810000000000000275e-01, 3.397431076989234633e+00, 7.359705611775529781e-03
7.890000000000000346e-01, 3.399110959360701401e+00, 7.336084364970197821e-03
7.830000000000000293e-01, 3.399570520036455878e+00, 7.312614259597807059e-03
7.880000000000000338e-01, 3.401232866177782199e+00, 7.289293849658314700e-03
7.840000000000000302e-01, 3.400618671587206876e+00, 7.266121707538601877e-03
7.890000000000000346e-01, 3.401577468526360892e+00, 7.243096423721140723e-03
7.840000000000000302e-01, 3.401782670595277835e+00, 7.220216606498195203e-03
7.900000000000000355e-01, 3.401910790689121278e+00, 7.197480881691409142e-03
7.840000000000000302e-01, 3.402768821249668285e+00, 7.174887892376682549e-03
7.890000000000000346e-01, 3.402031127891248730e+00, 7.152436298614216550e-03
7.820000000000000284e-01, 3.403790135189883159e+00, 7.130124777183602033e-03
7.870000000000000329e-01, 3.402007479080637609e+00, 7.107952021323856590e-03
7.830000000000000293e-01, 3.404709995137205514e+00, 7.085916740478300467e-03
7.880000000000000338e-01, 3.402033263949069575e+00, 7.064017660044150972e-03
7.830000000000000293e-01, 3.405491492451953484e+00, 7.042253521126761590e-03
7.870000000000000329e-01, 3.402046953650838645e+00, 7.020623080298376596e-03
7.840000000000000302e-01, 3.406189771700515845e+00, 6.999125109361330026e-03
7.890000000000000346e-01, 3.402151418645953385e+00, 6.977758395115569306e-03
7.840000000000000302e-01, 3.406758200260859404e+00, 6.956521739130435041e-03
7.890000000000000346e-01, 3.402337820037018901e+00, 6.935413957520591109e-03
7.840000000000000302e-01, 3.407226506789753806e+00, 6.914433880726016633e-03
7.890000000000000346e-01, 3.402606183708460463e+00, 6.893580353295993869e-03
7.840000000000000302e-01, 3.407611431357724818e+00, 6.872852233676976681e-03
7.890000000000000346e-01, 3.402927918115759010e+00, 6.852248394004283212e-03
7.840000000000000302e-01, 3.407930464127787218e+00, 6.831767719897524280e-03
7.880000000000000338e-01, 3.403281126451103589e+00, 6.811409110259685970e-03
7.840000000000000302e-01, 3.408213595465892531e+00, 6.791171477079797035e-03
7.890000000000000346e-01, 3.403628050872776534e+00, 6.771053745239103035e-03
7.840000000000000302e-01, 3.408482798394942392e+00, 6.751054852320675231e-03
7.890000000000000346e-01, 3.403954039822422395e+00, 6.731173748422381378e-03
7.840000000000000302e-01, 3.408748680527003305e+00, 6.711409395973155084e-03
7.890000000000000346e-01, 3.404262007181105609e+00, 6.691760769552489163e-03
7.840000000000000302e-01, 3.409007674809691579e+00, 6.672226855713095720e-03
7.870000000000000329e-01, 3.404557689107728713e+00, 6.652806652806654043e-03
