# accuracy, cost, lr
7.840000000000000302e-01, 3.409268750750126031e+00, 6.633499170812604678e-03
7.880000000000000338e-01, 3.404863095384666138e+00, 6.614303431169905531e-03
7.840000000000000302e-01, 3.409556859310296950e+00, 6.595218466611707520e-03
7.880000000000000338e-01, 3.405188525411653622e+00, 6.576243321002877770e-03
7.840000000000000302e-01, 3.409842666576475612e+00, 6.557377049180328731e-03
7.880000000000000338e-01, 3.405465092857621556e+00, 6.538618716796077736e-03
7.840000000000000302e-01, 3.410033172841851368e+00, 6.519967400162999735e-03
7.880000000000000338e-01, 3.405607368207794305e+00, 6.501422186103210724e-03
7.840000000000000302e-01, 3.410155495377987123e+00, 6.482982171799028109e-03
7.880000000000000338e-01, 3.405874808292875588e+00, 6.464646464646464641e-03
7.840000000000000302e-01, 3.410440278065609121e+00, 6.446414182111201256e-03
7.900000000000000355e-01, 3.406166986005685349e+00, 6.428284451586984208e-03
7.840000000000000302e-01, 3.410663350567737062e+00, 6.410256410256410901e-03
7.890000000000000346e-01, 3.406418274538436819e+00, 6.392329204954055877e-03
7.840000000000000302e-01, 3.410909570345362685e+00, 6.374501992031873614e-03
7.900000000000000355e-01, 3.406706061037170219e+00, 6.356773937226858212e-03
7.840000000000000302e-01, 3.411188370772902712e+00, 6.339144215530904437e-03
7.880000000000000338e-01, 3.406958635692554971e+00, 6.321612011062821557e-03
7.840000000000000302e-01, 3.411366352927018841e+00, 6.304176516942474814e-03
7.870000000000000329e-01, 3.407139181271781503e+00, 6.286836935166994697e-03
7.830000000000000293e-01, 3.411576589166049001e+00, 6.269592476489028836e-03
7.860000000000000320e-01, 3.407504151583780505e+00, 6.252442360296991443e-03
7.840000000000000302e-01, 3.411867575606299052e+00, 6.235385814497272118e-03
7.870000000000000329e-01, 3.407798540650206931e+00, 6.218422075398367596e-03
7.840000000000000302e-01, 3.411933611696015944e+00, 6.201550387596900006e-03
7.880000000000000338e-01, 3.407753134562998554e+00, 6.184770003865482611e-03
7.850000000000000311e-01, 3.412072952003313286e+00, 6.168080185042406141e-03
7.860000000000000320e-01, 3.407963678056212142e+00, 6.151480199923107552e-03
7.830000000000000293e-01, 3.411566465041433016e+00, 6.134969325153375244e-03
7.840000000000000302e-01, 3.405234545011909031e+00, 6.118546845124283803e-03
7.850000000000000311e-01, 3.410208055920612047e+00, 6.102212051868802743e-03
7.840000000000000302e-01, 3.408155237576330876e+00, 6.085964244960061047e-03
7.850000000000000311e-01, 3.412184896189252914e+00, 6.069802731411229335e-03
7.840000000000000302e-01, 3.409277660700487544e+00, 6.053726825576996248e-03
7.830000000000000293e-01, 3.413037854837313034e+00, 6.037735849056604341e-03
7.860000000000000320e-01, 3.409449879084026414e+00, 6.021829130598419476e-03
7.830000000000000293e-01, 3.412503916181645280e+00, 6.006006006006006821e-03
7.860000000000000320e-01, 3.409243607793215780e+00, 5.990265818045677031e-03
7.840000000000000302e-01, 3.413211206299167522e+00, 5.974607916355490454e-03
7.850000000000000311e-01, 3.409263158843841346e+00, 5.959031657355680356e-03
7.830000000000000293e-01, 3.411807779137046026e+00, 5.943536404160476051e-03
7.860000000000000320e-01, 3.408368798683373946e+00, 5.928121526491293876e-03
7.830000000000000293e-01, 3.412624701036566677e+00, 5.912786400591279502e-03
7.850000000000000311e-01, 3.408812596235727632e+00, 5.897530409141172984e-03
7.830000000000000293e-01, 3.413415634774922491e+00, 5.882352941176471374e-03
7.870000000000000329e-01, 3.409407127150188010e+00, 5.867253392005868096e-03
7.820000000000000284e-01, 3.413854968378355892e+00, 5.852231163130943922e-03
7.860000000000000320e-01, 3.409779771828429062e+00, 5.837285662167093075e-03
7.820000000000000284e-01, 3.414086986690464620e+00, 5.822416302765648019e-03
7.870000000000000329e-01, 3.410036120415521399e+00, 5.807622504537206416e-03
7.840000000000000302e-01, 3.414262206835388724e+00, 5.792903692976105606e-03
7.870000000000000329e-01, 3.410260174589970994e+00, 5.778259299386061081e-03
7.850000000000000311e-01, 3.414387499858423602e+00, 5.763688760806916916e-03
7.870000000000000329e-01, 3.410407837085206229e+00, 5.749191519942509036e-03
7.850000000000000311e-01, 3.414512922282815222e+00, 5.734767025089606597e-03
7.870000000000000329e-01, 3.410762818573411792e+00, 5.720414730067930643e-03
7.850000000000000311e-01, 3.414820522337295827e+00, 5.706134094151212727e-03
7.870000000000000329e-01, 3.411023089214009651e+00, 5.691924581999289155e-03
7.840000000000000302e-01, 3.414974640027952368e+00, 5.677785663591199648e-03
7.870000000000000329e-01, 3.411220903352348621e+00, 5.663716814159292130e-03
7.840000000000000302e-01, 3.415135908683260446e+00, 5.649717514124293766e-03
7.870000000000000329e-01, 3.411416469723509870e+00, 5.635787249031349103e-03
7.840000000000000302e-01, 3.415263567523756372e+00, 5.621925509487000171e-03
7.870000000000000329e-01, 3.411583330605718167e+00, 5.608131791097092055e-03
7.830000000000000293e-01, 3.415386561039964519e+00, 5.594405594405595268e-03
7.860000000000000320e-01, 3.411793003997157570e+00, 5.580746424834322379e-03
7.840000000000000302e-01, 3.415549726160223898e+00, 5.567153792623521537e-03
7.860000000000000320e-01, 3.412068605525591991e+00, 5.553627212773343431e-03
7.840000000000000302e-01, 3.415731253316964811e+00, 5.540166204986150464e-03
7.860000000000000320e-01, 3.412343389583883724e+00, 5.526770293609672459e-03
7.840000000000000302e-01, 3.415887070999438446e+00, 5.513439007580979434e-03
7.860000000000000320e-01, 3.412551263340816377e+00, 5.500171880371261882e-03
7.850000000000000311e-01, 3.415990543973079330e+00, 5.486968449931413361e-03
7.870000000000000329e-01, 3.412669242155343952e+00, 5.473828258638385909e-03
7.850000000000000311e-01, 3.416069681500456312e+00, 5.460750853242320874e-03
7.870000000000000329e-01, 3.412798117472320758e+00, 5.447735784814436953e-03
7.850000000000000311e-01, 3.416186722275014631e+00, 5.434782608695652890e-03
7.880000000000000338e-01, 3.412833211121584220e+00, 5.421890884445950895e-03
7.840000000000000302e-01, 3.415932192705048998e+00, 5.409060175794456506e-03
7.830000000000000293e-01, 3.411878259447783446e+00, 5.396290050590220148e-03
7.850000000000000311e-01, 3.414995507486232373e+00, 5.383580080753702125e-03
7.830000000000000293e-01, 3.412795264263698058e+00, 5.370929842228936747e-03
7.860000000000000320e-01, 3.416280842559190845e+00, 5.358338914936370406e-03
7.830000000000000293e-01, 3.413707418643241898e+00, 5.345806882726362314e-03
7.850000000000000311e-01, 3.416858580801767076e+00, 5.333333333333334023e-03
7.830000000000000293e-01, 3.413917975182674702e+00, 5.320917858330562536e-03
7.840000000000000302e-01, 3.416847732032180396e+00, 5.308560053085600514e-03
7.850000000000000311e-01, 3.413947055454555901e+00, 5.296259516716319247e-03
7.840000000000000302e-01, 3.417127466250446943e+00, 5.284015852047557055e-03
7.850000000000000311e-01, 3.414075421617588368e+00, 5.271828665568369619e-03
7.850000000000000311e-01, 3.416926704417149185e+00, 5.259697567389876212e-03
7.880000000000000338e-01, 3.413306261049424251e+00, 5.247622171203674031e-03
7.840000000000000302e-01, 3.416570383329766258e+00, 5.235602094240838014e-03
7.870000000000000329e-01, 3.413115636988687474e+00, 5.223636957231473157e-03
7.840000000000000302e-01, 3.416733236538716412e+00, 5.211726384364821080e-03
7.870000000000000329e-01, 3.413485873012350513e+00, 5.199870003249919097e-03
7.840000000000000302e-01, 3.416991785795655101e+00, 5.188067444876784048e-03
7.870000000000000329e-01, 3.413908780198504189e+00, 5.176318343578130421e-03
7.840000000000000302e-01, 3.417243235659658041e+00, 5.164622336991608019e-03
7.870000000000000329e-01, 3.414297584545693987e+00, 5.152979066022544442e-03
7.840000000000000302e-01, 3.417442599941254322e+00, 5.141388174807198438e-03
7.870000000000000329e-01, 3.414585817839055348e+00, 5.129849310676499845e-03
7.840000000000000302e-01, 3.417588002932951508e+00, 5.118362124120282193e-03
7.870000000000000329e-01, 3.414804070886795273e+00, 5.106926268751995832e-03
7.840000000000000302e-01, 3.417707861278268311e+00, 5.095541401273885954e-03
7.870000000000000329e-01, 3.414986297977727236e+00, 5.084207181442644205e-03
